NIP,NAMA,Periode,Orientasi_Pelayanan,Akuntabel,Kompeten,Harmonis,Loyal,Adaptif,Kolaboratif,Rata_7_Aspek,Kategori_7_Aspek,Waktu_Update
197609212026011001,PEGAWAI 62,2026-01,81,92,85,81,82,81,78,82.9,Sesuai Ekspektasi,03-08-2026 14:21:00
198505122026101001,PEGAWAI 63,2026-01,65,74,72,70,76,67,71,70.7,Dibawah Ekspektasi,03-08-2026 14:21:00
200306192024121001,PEGAWAI 64,2026-01,91,77,79,81,81,94,85,84.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199711142024012001,PEGAWAI 65,2026-01,81,70,70,77,99,93,72,80.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199502192024012001,PEGAWAI 66,2026-01,77,70,71,78,95,72,87,78.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197907072024062001,PEGAWAI 67,2026-01,93,84,75,79,99,94,86,87.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198206082026111001,PEGAWAI 68,2026-01,73,70,84,94,92,89,75,82.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197604211999042001,PEGAWAI 69,2026-01,74,74,94,90,80,86,81,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197712122024041001,PEGAWAI 7,2026-01,87,95,70,90,80,73,85,82.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199009092012091001,PEGAWAI 70,2026-01,82,89,95,96,97,90,90,91.3,Diatas Ekspektasi,03-08-2026 14:21:00
199207292025031001,PEGAWAI 71,2026-01,77,94,94,79,97,72,92,86.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199405252026092001,PEGAWAI 72,2026-01,71,79,74,87,96,93,87,83.9,Sesuai Ekspektasi,03-08-2026 14:21:00
200104282024022001,PEGAWAI 73,2026-01,78,85,77,88,97,76,81,83.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199509262026081001,PEGAWAI 74,2026-01,70,94,93,87,82,88,95,87.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197405021997021001,PEGAWAI 75,2026-01,93,95,92,89,81,79,95,89.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198406302024051001,PEGAWAI 76,2026-01,89,87,91,90,88,94,78,88.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197510172010012001,PEGAWAI 77,2026-01,87,88,79,80,80,93,94,85.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197806042008041001,PEGAWAI 78,2026-01,94,87,90,82,96,87,87,89.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198610032010031001,PEGAWAI 79,2026-01,76,88,89,78,89,71,91,83.1,Sesuai Ekspektasi,03-08-2026 14:21:00
200409252024091001,PEGAWAI 8,2026-01,89,86,83,93,89,71,71,83.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197105162024081001,PEGAWAI 80,2026-01,90,83,77,80,89,83,80,83.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199206052023081001,PEGAWAI 81,2026-01,82,90,88,94,80,92,88,87.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199707032025072001,PEGAWAI 82,2026-01,94,88,87,84,91,94,71,87.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199211022017021001,PEGAWAI 83,2026-01,86,80,78,75,84,71,86,80.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199303022027022001,PEGAWAI 84,2026-01,71,72,94,81,81,88,80,81.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197308181996122001,PEGAWAI 85,2026-01,90,71,87,80,86,93,72,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199907092025121001,PEGAWAI 86,2026-01,71,85,81,93,82,88,70,81.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199603072024071001,PEGAWAI 87,2026-01,93,86,86,92,96,91,85,89.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199705172021121001,PEGAWAI 88,2026-01,71,75,82,83,91,89,84,82.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199208022018051001,PEGAWAI 89,2026-01,91,79,81,80,91,80,92,84.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199811082026012001,PEGAWAI 9,2026-01,73,95,88,90,100,72,83,85.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197008102026011001,PEGAWAI 90,2026-01,70,70,95,90,81,81,83,81.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197802232023071001,PEGAWAI 91,2026-01,72,80,83,83,91,88,77,82.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199702232025072001,PEGAWAI 92,2026-01,77,72,95,79,86,81,76,80.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199211142025102001,PEGAWAI 93,2026-01,84,73,82,76,94,70,82,80.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199511092024041001,PEGAWAI 94,2026-01,72,81,77,85,97,89,90,84.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197603292007082001,PEGAWAI 95,2026-01,86,74,77,84,97,90,75,83.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198002292026032001,PEGAWAI 96,2026-01,94,81,87,92,100,86,78,88.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197012012000021001,PEGAWAI 97,2026-01,83,74,93,93,89,84,71,83.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199906232027032001,PEGAWAI 98,2026-01,90,83,86,94,99,89,74,87.9,Sesuai Ekspektasi,03-08-2026 14:21:00
198408022010081001,PEGAWAI 99,2026-01,98,92,90,91,89,93,95,92.6,Diatas Ekspektasi,03-08-2026 14:21:00
197110022025071001,PEGAWAI 1,2026-02,90,72,64,75,78,72,78,75.6,Sesuai Ekspektasi,03-08-2026 14:21:00
198103082027061001,PEGAWAI 10,2026-02,83,77,70,87,94,81,86,82.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197505052025011001,PEGAWAI 100,2026-02,86,91,94,79,77,80,87,84.9,Sesuai Ekspektasi,03-08-2026 14:21:00
198602132024061001,PEGAWAI 101,2026-02,70,85,93,82,91,86,81,84.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199201312026042001,PEGAWAI 102,2026-02,84,83,93,79,74,85,70,81.1,Sesuai Ekspektasi,03-08-2026 14:21:00
200301022024032001,PEGAWAI 103,2026-02,75,81,91,92,78,74,84,82.1,Sesuai Ekspektasi,03-08-2026 14:21:00
200103242025062001,PEGAWAI 104,2026-02,80,81,70,86,86,83,83,81.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197709292026091001,PEGAWAI 105,2026-02,76,92,76,91,73,91,89,84.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198401262027111001,PEGAWAI 106,2026-02,84,81,75,87,77,95,82,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198007042023121001,PEGAWAI 107,2026-02,78,82,88,70,91,80,85,82.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197801092012042001,PEGAWAI 108,2026-02,81,91,70,93,82,91,79,83.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197608271997082001,PEGAWAI 109,2026-02,75,85,79,90,93,88,86,85.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197504282026011001,PEGAWAI 11,2026-02,73,78,77,75,86,87,74,78.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197705272023041001,PEGAWAI 110,2026-02,78,88,79,90,91,92,81,85.6,Sesuai Ekspektasi,03-08-2026 14:21:00
198610242025051001,PEGAWAI 111,2026-02,85,70,94,88,95,73,85,84.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198609172025041001,PEGAWAI 112,2026-02,72,70,93,70,74,92,75,78.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198611222025061001,PEGAWAI 113,2026-02,71,87,70,80,93,92,91,83.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198011292025051001,PEGAWAI 114,2026-02,74,88,73,81,87,78,75,79.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199904252027051001,PEGAWAI 115,2026-02,79,92,91,93,93,74,87,87.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198411102025031001,PEGAWAI 116,2026-02,80,84,76,85,93,76,80,82.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198901102024051001,PEGAWAI 117,2026-02,70,95,86,95,75,80,83,83.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197910012026071001,PEGAWAI 118,2026-02,72,92,85,92,90,76,79,83.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198905262012022001,PEGAWAI 119,2026-02,82,74,70,90,82,87,75,80.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198410102026081001,PEGAWAI 12,2026-02,86,93,76,88,88,75,80,83.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197312182024051001,PEGAWAI 120,2026-02,75,72,84,81,85,92,73,80.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197211012027112001,PEGAWAI 121,2026-02,86,89,88,85,81,86,83,85.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199112282024102001,PEGAWAI 122,2026-02,79,74,95,71,94,94,74,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199610252025012001,PEGAWAI 123,2026-02,85,72,93,75,94,90,93,86.0,Sesuai Ekspektasi,03-08-2026 14:21:00
196807121999061001,PEGAWAI 124,2026-02,75,83,76,90,79,80,88,81.6,Sesuai Ekspektasi,03-08-2026 14:21:00
200102282024041001,PEGAWAI 125,2026-02,74,85,86,77,70,83,94,81.3,Sesuai Ekspektasi,03-08-2026 14:21:00
196809291997031001,PEGAWAI 126,2026-02,70,76,88,84,94,83,92,83.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197209142000011001,PEGAWAI 127,2026-02,82,76,81,70,73,88,88,79.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198704072024011001,PEGAWAI 128,2026-02,90,72,81,85,90,88,72,82.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197511032025021001,PEGAWAI 129,2026-02,75,86,90,80,80,73,73,79.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199405232026081001,PEGAWAI 13,2026-02,77,89,71,88,88,75,86,82.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197604101998081001,PEGAWAI 130,2026-02,87,88,70,85,83,75,88,82.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197308052024081001,PEGAWAI 131,2026-02,84,86,83,73,91,74,93,83.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198403152025011001,PEGAWAI 132,2026-02,74,95,84,94,91,85,71,84.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197908242009031001,PEGAWAI 133,2026-02,76,87,75,95,73,88,83,82.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199602112017111001,PEGAWAI 134,2026-02,86,75,79,88,88,73,92,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199107202015011001,PEGAWAI 135,2026-02,89,85,80,73,77,90,75,81.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199905102024101001,PEGAWAI 136,2026-02,88,73,95,77,87,80,70,81.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198003012025061001,PEGAWAI 137,2026-02,70,83,88,71,89,85,74,80.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198804092025081001,PEGAWAI 138,2026-02,88,91,87,76,71,85,90,84.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198601042026021001,PEGAWAI 139,2026-02,87,89,91,77,93,85,94,88.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197005122026091001,PEGAWAI 14,2026-02,78,75,94,73,77,71,86,79.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199512242025041001,PEGAWAI 140,2026-02,85,74,77,94,92,82,79,83.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198601242027111001,PEGAWAI 141,2026-02,78,91,87,86,91,70,92,85.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199203272014031001,PEGAWAI 142,2026-02,74,72,85,82,83,72,91,79.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197805102027062001,PEGAWAI 143,2026-02,81,76,81,82,74,86,80,80.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199608112024032001,PEGAWAI 144,2026-02,86,87,91,86,94,73,75,84.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199709182022092001,PEGAWAI 145,2026-02,71,76,78,91,93,90,90,84.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199702112027112001,PEGAWAI 146,2026-02,72,70,81,92,87,81,83,80.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199709222025122001,PEGAWAI 147,2026-02,78,85,88,89,72,93,84,84.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197301232027042001,PEGAWAI 148,2026-02,70,81,89,80,87,93,78,82.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199406152022112001,PEGAWAI 149,2026-02,95,92,95,89,94,96,92,93.3,Diatas Ekspektasi,03-08-2026 14:21:00
197808272027051001,PEGAWAI 15,2026-02,80,83,71,82,72,79,88,79.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198312192001122001,PEGAWAI 150,2026-02,80,90,83,95,95,80,73,85.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199411112027072001,PEGAWAI 151,2026-02,80,83,80,95,93,88,81,85.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197407302010112001,PEGAWAI 152,2026-02,86,70,83,76,86,79,82,80.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198907192024071001,PEGAWAI 153,2026-02,70,90,80,72,73,91,85,80.1,Sesuai Ekspektasi,03-08-2026 14:21:00
200111162024061001,PEGAWAI 154,2026-02,70,72,71,72,71,70,70,70.9,Dibawah Ekspektasi,03-08-2026 14:21:00
198912212025112001,PEGAWAI 155,2026-02,82,87,84,92,88,88,78,85.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199911272025042001,PEGAWAI 156,2026-02,84,86,70,70,77,79,86,78.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197504022025121001,PEGAWAI 157,2026-02,85,90,76,88,89,76,83,83.9,Sesuai Ekspektasi,03-08-2026 14:21:00
196802221996101001,PEGAWAI 158,2026-02,75,82,80,88,95,81,80,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
200007012025052001,PEGAWAI 159,2026-02,76,90,73,72,77,91,76,79.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197308252026121001,PEGAWAI 16,2026-02,79,76,89,88,76,77,75,80.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199712192026012001,PEGAWAI 160,2026-02,80,89,76,86,81,76,78,80.9,Sesuai Ekspektasi,03-08-2026 14:21:00
196804061988121001,PEGAWAI 161,2026-02,89,95,92,94,96,90,93,92.7,Diatas Ekspektasi,03-08-2026 14:21:00
199905012024101001,PEGAWAI 162,2026-02,72,90,74,91,91,95,88,85.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199411222023011001,PEGAWAI 163,2026-02,86,90,83,82,88,80,72,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199505112026022001,PEGAWAI 164,2026-02,83,91,86,91,83,95,94,89.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199710232023031001,PEGAWAI 165,2026-02,88,72,81,90,77,91,89,84.0,Sesuai Ekspektasi,03-08-2026 14:21:00
200207182024112001,PEGAWAI 166,2026-02,80,91,90,79,76,85,75,82.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199707112026021001,PEGAWAI 167,2026-02,86,72,83,77,93,83,87,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199009012024051001,PEGAWAI 168,2026-02,72,84,86,90,84,92,75,83.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199712152021031001,PEGAWAI 169,2026-02,81,71,90,78,76,89,87,81.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199610022023051001,PEGAWAI 17,2026-02,77,79,84,84,85,80,84,81.9,Sesuai Ekspektasi,03-08-2026 14:21:00
200109162026071001,PEGAWAI 170,2026-02,86,75,89,91,74,83,87,83.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199304302026041001,PEGAWAI 171,2026-02,89,86,84,81,79,77,77,81.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197709242025121001,PEGAWAI 172,2026-02,88,74,76,95,86,76,80,82.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199710022025021001,PEGAWAI 173,2026-02,86,75,92,95,70,77,91,83.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198212212024111001,PEGAWAI 174,2026-02,77,76,86,87,79,91,80,82.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199906062024052001,PEGAWAI 175,2026-02,70,95,70,76,86,74,81,78.9,Sesuai Ekspektasi,03-08-2026 14:21:00
200006272027072001,PEGAWAI 176,2026-02,75,77,73,72,74,82,71,74.9,Dibawah Ekspektasi,03-08-2026 14:21:00
198807062010112001,PEGAWAI 177,2026-02,78,79,77,74,85,84,70,78.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199710152020032001,PEGAWAI 178,2026-02,87,75,79,77,91,89,93,84.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199812072025082001,PEGAWAI 179,2026-02,71,74,78,83,84,86,90,80.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199411242018031001,PEGAWAI 18,2026-02,81,76,87,84,78,91,84,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
196705041997121001,PEGAWAI 180,2026-02,77,83,95,94,75,87,74,83.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197708012001031001,PEGAWAI 181,2026-02,81,93,76,88,89,71,85,83.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197102031994061001,PEGAWAI 182,2026-02,76,95,93,74,87,82,86,84.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199902272024042001,PEGAWAI 183,2026-02,82,72,79,84,89,89,95,84.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197807072025081001,PEGAWAI 184,2026-02,70,95,94,92,94,88,87,88.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197908252026041001,PEGAWAI 185,2026-02,71,93,93,92,95,95,94,90.4,Diatas Ekspektasi,03-08-2026 14:21:00
198211022024122001,PEGAWAI 186,2026-02,74,85,77,78,76,90,95,82.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199405102025011001,PEGAWAI 187,2026-02,85,82,94,76,85,94,72,84.0,Sesuai Ekspektasi,03-08-2026 14:21:00
196703241995021001,PEGAWAI 188,2026-02,86,87,87,83,84,86,86,85.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199403032026042001,PEGAWAI 189,2026-02,70,78,85,79,87,85,77,80.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199707162026051001,PEGAWAI 19,2026-02,86,72,86,84,95,71,93,83.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199301242026122001,PEGAWAI 190,2026-02,89,75,91,71,86,74,79,80.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199601172026122001,PEGAWAI 191,2026-02,90,72,81,73,77,71,89,79.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199612012024062001,PEGAWAI 192,2026-02,77,74,86,82,79,81,78,79.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197509042009091001,PEGAWAI 193,2026-02,85,93,92,77,94,70,76,83.9,Sesuai Ekspektasi,03-08-2026 14:21:00
198909112026121001,PEGAWAI 194,2026-02,79,85,89,83,93,77,77,83.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197502272025072001,PEGAWAI 195,2026-02,87,83,71,90,89,95,81,85.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199306202026012001,PEGAWAI 196,2026-02,73,94,72,72,82,83,86,80.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197209182009082001,PEGAWAI 197,2026-02,90,72,81,79,94,79,81,82.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197005011998022001,PEGAWAI 198,2026-02,87,78,92,88,82,79,84,84.3,Sesuai Ekspektasi,03-08-2026 14:21:00
200011172023052001,PEGAWAI 199,2026-02,82,77,87,71,91,76,77,80.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198506242024011001,PEGAWAI 2,2026-02,81,89,83,91,92,76,81,84.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199805282026122001,PEGAWAI 20,2026-02,89,75,74,74,70,84,89,79.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198204042024081001,PEGAWAI 200,2026-02,94,97,93,96,97,95,94,95.1,Diatas Ekspektasi,03-08-2026 14:21:00
197102142028011001,PEGAWAI 201,2026-02,80,78,94,85,85,75,85,83.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197007141985121001,PEGAWAI 202,2026-02,81,86,77,81,88,89,82,83.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198201012024071001,PEGAWAI 203,2026-02,85,90,85,80,88,95,91,87.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197411212024121001,PEGAWAI 204,2026-02,85,76,78,77,78,90,88,81.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197104092024121001,PEGAWAI 205,2026-02,88,84,95,74,94,82,83,85.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197707212009111001,PEGAWAI 206,2026-02,74,86,77,70,73,82,70,76.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197004031996052001,PEGAWAI 207,2026-02,82,86,86,75,85,85,93,84.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197403192025022001,PEGAWAI 208,2026-02,83,71,95,79,87,72,89,82.3,Sesuai Ekspektasi,03-08-2026 14:21:00
196806031990081001,PEGAWAI 209,2026-02,87,82,94,84,80,78,76,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
196904171988061001,PEGAWAI 21,2026-02,80,87,71,80,88,81,78,80.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197401102009071001,PEGAWAI 210,2026-02,83,71,93,92,78,89,79,83.6,Sesuai Ekspektasi,03-08-2026 14:21:00
196907041988121001,PEGAWAI 211,2026-02,79,79,93,72,92,91,89,85.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197309202007042001,PEGAWAI 212,2026-02,88,83,82,71,86,85,80,82.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197104191994041001,PEGAWAI 213,2026-02,70,90,74,91,91,87,80,83.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197602042026051001,PEGAWAI 214,2026-02,76,95,84,79,87,77,86,83.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198303142024041001,PEGAWAI 215,2026-02,76,81,81,78,92,88,94,84.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197202101998031001,PEGAWAI 216,2026-02,83,82,87,90,92,77,93,86.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198710292027041001,PEGAWAI 217,2026-02,90,93,72,84,78,81,81,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198001192027102001,PEGAWAI 218,2026-02,92,94,95,87,93,92,91,92.0,Diatas Ekspektasi,03-08-2026 14:21:00
197205151997071001,PEGAWAI 219,2026-02,77,83,87,91,86,79,81,83.4,Sesuai Ekspektasi,03-08-2026 14:21:00
200007142023072001,PEGAWAI 22,2026-02,75,82,93,75,79,94,84,83.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197906092025071001,PEGAWAI 220,2026-02,88,91,75,90,94,93,79,87.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197906252026061001,PEGAWAI 221,2026-02,90,93,88,80,79,70,76,82.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197610052023051001,PEGAWAI 222,2026-02,77,75,95,73,73,71,85,78.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198202282026051001,PEGAWAI 223,2026-02,90,84,77,83,87,95,73,84.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197808032025041001,PEGAWAI 224,2026-02,77,78,92,85,91,79,87,84.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199007182015041001,PEGAWAI 225,2026-02,71,83,77,80,95,93,80,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
196811301992061001,PEGAWAI 226,2026-02,86,88,81,87,73,94,75,83.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199712212026051001,PEGAWAI 227,2026-02,82,83,72,79,93,77,82,81.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198009112026061001,PEGAWAI 228,2026-02,81,94,85,94,78,88,80,85.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199908092021091001,PEGAWAI 229,2026-02,81,87,91,76,70,73,70,78.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197001231995091001,PEGAWAI 23,2026-02,86,87,90,90,78,92,74,85.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197708132026041001,PEGAWAI 230,2026-02,86,71,86,84,77,87,91,83.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199211112022032001,PEGAWAI 231,2026-02,71,92,81,81,92,94,75,83.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197502271997061001,PEGAWAI 232,2026-02,82,74,94,72,95,73,89,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199207062025092001,PEGAWAI 233,2026-02,76,81,87,76,86,77,71,79.1,Sesuai Ekspektasi,03-08-2026 14:21:00
196812051998051001,PEGAWAI 234,2026-02,87,92,83,86,84,72,75,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197307211994051001,PEGAWAI 235,2026-02,77,75,86,94,90,95,88,86.4,Sesuai Ekspektasi,03-08-2026 14:21:00
196906171998021001,PEGAWAI 236,2026-02,74,81,83,74,94,73,92,81.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197810092025111001,PEGAWAI 237,2026-02,76,81,91,71,92,74,78,80.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199705132026101001,PEGAWAI 238,2026-02,88,80,78,76,79,87,80,81.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199207132024111001,PEGAWAI 239,2026-02,90,95,95,91,70,77,72,84.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199504172022071001,PEGAWAI 24,2026-02,70,93,76,90,82,74,88,81.9,Sesuai Ekspektasi,03-08-2026 14:21:00
196805281988091001,PEGAWAI 240,2026-02,86,77,90,78,88,82,87,84.0,Sesuai Ekspektasi,03-08-2026 14:21:00
200204142024061001,PEGAWAI 241,2026-02,85,93,83,86,94,82,90,87.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199705062024121001,PEGAWAI 242,2026-02,79,76,85,70,72,79,90,78.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199202062025111001,PEGAWAI 243,2026-02,74,83,71,79,78,78,93,79.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197304142007052001,PEGAWAI 244,2026-02,86,83,88,82,83,72,74,81.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198807112009092001,PEGAWAI 245,2026-02,78,71,72,80,93,79,78,78.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197602292010122001,PEGAWAI 246,2026-02,80,88,89,88,81,95,91,87.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198607182026021001,PEGAWAI 247,2026-02,84,82,73,90,77,87,91,83.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199202032024061001,PEGAWAI 248,2026-02,84,74,89,78,86,79,73,80.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197002211996061001,PEGAWAI 249,2026-02,82,70,92,72,92,81,92,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
200004012023042001,PEGAWAI 25,2026-02,78,72,95,81,87,82,82,82.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199302192013072001,PEGAWAI 250,2026-02,86,75,71,80,72,78,77,77.0,Sesuai Ekspektasi,03-08-2026 14:21:00
